Feeling,input
angry,": -red ed ""rt : a scowling, angry, empty husk of a man, withered by cynicism, no intellectual curiosity, which is the one thing…"""
angry,": ed ""anger at ‘terrifying rat run’ outside strathbungo flats | evening times ➜"
angry,": on fire ed "" john bolton! the president is busy and very angry that the horse who and his family bid on in the kentucky derby was disqualified. the family lost lots of money. """
angry,": fun ed "" what is the problem with this guy ? why he always angry look like someone put finger in his ass"""
angry,": ed "" what is wrong?what is writing made others angry ?"""
angry,": mk🇹🇿 📍🇬🇧 ed ""rt : on my way to annoy my mum when i’m bored"
angry,": kyriacou ed ""rt : on my way to annoy my mum when i’m bored"
angry,": ed ""rt : on my way to annoy my mum when i’m bored"
angry,": morgan ed ""rt : on my way to annoy my mum when i’m bored"
angry,": 💋 ed ""rt : on my way to annoy my mum when i’m bored"
angry,": ☔️☔️☔️ ed ""rt : on my way to annoy my mum when i’m bored"
angry,": kuria ed ""rt : maybe cats annoy us at night when we’re asleep because that’s what we do to them in the day."""
angry,": warsame ed ""rt : on my way to annoy my mum when i’m bored"
angry,": 🤪 ed ""rt : on my way to annoy my mum when i’m bored"
angry,": 🌏 ed ""rt : on my way to annoy my mum when i’m bored"
angry,": where you going?!?! ed ""rt : gonna annoy all oomfs with this taehyung fancam 😌"
angry,": ed ""rt : on my way to annoy my mum when i’m bored"
angry,": ™️ ed ""rt : on my way to annoy my mum when i’m bored"
angry,": unstable bad bitch ed ""rt : on my way to annoy my mum when i’m bored"
angry,": 🏁 ed ""rt : me turning up unannounced to my friends accommodation to annoy them"
angry,": 🌹 ed ""rt : on my way to annoy my mum when i’m bored"
angry,": 🤮🤮🤮 ed ""rt : on my way to annoy my mum when i’m bored"
angry,": 🌺 ed ""rt : on my way to annoy my mum when i’m bored"
angry,": kumar ed "" annoy me"""
angry,": daniel☁️ ed ""rt : on my way to annoy my mum when i’m bored"
angry,": . g ed ""lot of umpa lumpas like  run around an annoy ppl on the playgroud shit"""
angry,": aherne. ed ""rt : on my way to annoy my mum when i’m bored"
angry,": 👽 ed ""rt : on my way to annoy my mum when i’m bored"
angry,": ed ""rt : on my way to annoy my mum when i’m bored"
angry,": @🌙 ed ""rt : on my way to annoy my mum when i’m bored"
angry,": ed ""rt : on my way to annoy my mum when i’m bored"
angry,": 🇦🇺🇭🇷 ed ""all because they don't know how to end her character right. now with sansa, you beginning to annoy me. dany has sacrificed a lot to defend winterfell, you just continue to glare at her and talks shit about her behind her back."""
angry,": ed ""we all just want that special someone who doesn't annoy the fuck out of you."""
angry,": salah ed ""rt : maybe cats annoy us at night when we’re asleep because that’s what we do to them in the day."""
angry,": 🦋. ed ""rt : on my way to annoy my mum when i’m bored"
angry,": ✨ ed ""rt : on my way to annoy my mum when i’m bored"
angry,": 🦋 ed ""rt : on my way to annoy my mum when i’m bored"
angry,": ed ""交代するならこのタイミングしかない・・・！"""
angry,": ed ""rt : on my way to annoy my mum when i’m bored"
angry,": r i k a 🇰🇪🇺🇸 ed ""rt : on my way to annoy my mum when i’m bored"
angry,": 👓📚 ed ""rt : on my way to annoy my mum when i’m bored"
angry,": x ed ""rt : on my way to annoy my mum when i’m bored"
angry,": ed "" it's a compliment!! be happy!!! if i had a dog, i'd brag about him/her like a doting parent. prob annoy ppl with thousands of pics too.🤣"""
angry,": ed ""rt : on my way to annoy my mum when i’m bored"
angry,": ed ""rt : on my way to annoy my mum when i’m bored"
angry,": . said oliver sevilla ed ""rt : to the people complaining about “spoilers” twitter gave you a feature to mute hashtags but you choose to see the s…"""
angry,": 🇫🇷 ed ""rt : on my way to annoy my mum when i’m bored"
angry,": ✌️☮️ 🌹⚒️🖐️♿ ed ""rt : yes i am in favour of mandatory vaccinations. the same way i am in favour of sewage systems, antibiotics and not killing e…"""
angry,": @✦like mate,stop procrastinating✦ ed ""rt : james really starting to annoy me.. harry’s sexuality doesn’t matter.. are you gonna pressure him into being gay like you a…"""
angry,": -nice 💋 ed ""rt : on my way to annoy my mum when i’m bored"
angry,": 𓅓 ed ""rt : on my way to annoy my mum when i’m bored"
angry,": @$ ed ""rt : on my way to annoy my mum when i’m bored"
angry,": @| 👑| ed "" if you're my man, i'm i not giving you enough attention? yhu they must not annoy me"""
angry,": princess🇭🇹 ed ""ppl annoy me like ewww stop talking to me with your hot breathe😤"""
angry,": ed ""rt : on my way to annoy my mum when i’m bored"
angry,": @🐆 ed ""rt : on my way to annoy my mum when i’m bored"
angry,": conibere ed ""rt : yes i am in favour of mandatory vaccinations. the same way i am in favour of sewage systems, antibiotics and not killing e…"""
angry,": ed ""rt : on my way to annoy my mum when i’m bored"
angry,": ed ""rt : on my way to annoy my mum when i’m bored"
angry,": 🖤 ed ""rt : on my way to annoy my mum when i’m bored"
angry,": whistance ed ""rt : if i know something is going to upset, or annoy me, i stay well away from it. apparen…"""
angry,": hana ed ""rt : reality: friends are in a private world and the invite system is kinda buggy it's fine. anxiety: but what if... they don't…"""
angry,": ed ""seems to be a fav. gameof herclean'ing beforehand'cause mirco nemetz is annoy'ingi guess you feel some distortionit's him just disgust'ing"
angry,": ed ""rt : i miss how you use to annoy me with your calls."""
angry,": ed ""rt : on my way to annoy my mum when i’m bored"
angry,": ed ""rt : on my way to annoy my mum when i’m bored"
angry,": ed ""rt : on my way to annoy my mum when i’m bored"
angry,": ☔️🇳🇬 ed ""rt : on my way to annoy my mum when i’m bored"
angry,": ed "" nkare you will annoy me very soon 😒😭"""
angry,": ed ""rt : just look how big iran is compared to syria, iraq or afghanistan. the us got their ass handed to them in th…"""
angry,": @❌ㄗ匕匚 卄ㄚㄗモ🗣️ ed "" toxic😂 but to have fun and annoy people it's good"""
angry,": 🍓 ed ""rt : on my way to annoy my mum when i’m bored"
angry,": 🇿🇼 ed ""rt : on my way to annoy my mum when i’m bored"
angry,": ed ""rt : on my way to annoy my mum when i’m bored"
angry,": mumtaz khan ed ""rt : this is a new setup on main oxford street to annoy indians on daily basis.it has abhinandan's face on it.😂👍they sho…"""
angry,": ed "" when i said i can't see you with someone else that's the truth. but it seems like you just playing with me. how are you anyway? hope you are doing fine and i miss you. please reply my message and annoy me like what you did before."""
angry,": ed ""rt : on my way to annoy my mum when i’m bored"
angry,": ed ""rt : on my way to annoy my mum when i’m bored"
angry,": @🌹 ed ""rt : on my way to annoy my mum when i’m bored"
angry,": pesos ed ""rt : on my way to annoy my mum when i’m bored"
angry,": ed ""rt : on my way to annoy my mum when i’m bored"
angry,": ed ""rt : on my way to annoy my mum when i’m bored"
angry,": 🧚🏽‍♀️ ed ""rt : on my way to annoy my mum when i’m bored"
angry,": ♡ bloombloom🌸 ed ""i'm gonna annoy nate so much before september that he'll run away from me at the concert"
angry,": 🐭🍑🎶 ed ""rt : italians don't ""annoy"" somebody, they ""break the balls/dick"" - rompere le palle/il cazzo"""
angry,": rose ed ""people irritate me"""
angry,": got me ed ""kgosi just sent a message a re i should vote for blf. his reason ke “to irritate president ramaphosa in parliament and to fight eff"
angry,": b white ed "" they irritate us when we find halfway through they want money for the essay.whatever life moves on."""
angry,": wood ed "" nothing special ha ha ha ha. ask anyone knowledgeable on football and you will be laughed out of site. just look at sterling alone!! i could go on but muppets irritate me."""
angry,": o l l 🦄 ed ""i don’t know what style to get that won’t irritate my scalp 😩"""
angry,": ed "" he irritate's me."
angry,": ed "" i'd finish them too but then have to give those socks away (i frequently get socks from that irritate her because we have the same sized feet)"""
angry,": 💖 ed ""it's so irritating again again repeat telecast of k of neha pendse episode..... please don't irritate..... harshlimbachiya"""
angry,": ... ed "" i’ve got to go shopping, clean bathroom, wash floors, put away laundry, alphabetise socks, clean car, wash up, ignore the internet, stare at ceiling, whistle tunelessly, stay calm, not irritate wife, still ignore internet, excercise,before i watch next got. grr!"""
angry,": $ha ed "" you irritate me"""
angry,": ed ""rt : you see, questions like “azumin ki nawa” “ are you sure you’re fasting” “ azumi nawa zakiyi”.......they all irritate me. pl…"""
angry,": 😌😌 mendhro ed "" 🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️ mujhe lga irritate ho rahi ho"""
angry,": ed ""rt : you see, questions like “azumin ki nawa” “ are you sure you’re fasting” “ azumi nawa zakiyi”.......they all irritate me. pl…"""
angry,": ed ""ppl who complain about atlanta’s airport irritate me, it’s literally a straight a line."""
angry,": 💜 ed ""rt : not agreed. department of agriculture has not allowed any of pm living peacefully . they have talent to irritate y…"""
angry,": 💜 ed "" not agreed. department of agriculture has not allowed any of pm living peacefully . they have talent to irritate yousuf raza gilani. mr zardari even jamali and junijos like calm personalities. yes working for country calls extra trouble"""
angry,": ed "" i prefer mine on the warmer side, even in summer, if i want something cold i will have a cider. what does irritate me is bottled ales kept in a fridge. i had a budding at a local cafe recently and it came out of the fridge and the taste was completely ruined."""
